movie_name,vote_key,episode_id,uuid,user_id,season_number,episode_number,series_name
,6379885-13991889-3,6379885,e6b23f8b-6447-41fc-9487-2906a5ff3683,13991889,1,8,The End of the F***ing World
,6390356-13991889-3,6390356,1c4d5969-1dba-4167-a4f2-328971388792,13991889,4,2,Peaky Blinders
,6404215-13991889-3,6404215,f1f6317f-9ede-4ca1-b47d-4437645a9ae2,13991889,4,9,iZombie
,6408255-13991889-3,6408255,9b07813f-4b1f-4b10-bcff-2541fcffa4f9,13991889,3,25,Star vs. the Forces of Evil
,6408257-13991889-3,6408257,4757768b-1a68-4eae-b401-7843b37916df,13991889,3,26,Star vs. the Forces of Evil
,6417510-13991889-3,6417510,a4de0e99-e49d-4bf9-8d9a-73083c1bb4d0,13991889,1,2,Star vs. the Forces of Evil
,6417511-13991889-3,6417511,900a4cd6-a14a-4aa8-9025-ad21388d063a,13991889,1,6,Star vs. the Forces of Evil
,6417537-13991889-3,6417537,a17d7adb-ccad-4411-83ce-f7b92c18458e,13991889,1,4,Star vs. the Forces of Evil
,6417540-13991889-3,6417540,dba7b7c7-3809-402b-ace3-b2c014d34504,13991889,1,8,Star vs. the Forces of Evil
,6417544-13991889-3,6417544,3b23fd28-31d9-4601-a95b-49a5fdb30fa8,13991889,1,10,Star vs. the Forces of Evil
,6417545-13991889-3,6417545,83a943ae-b714-46ed-96c4-4cbddcb97c48,13991889,1,12,Star vs. the Forces of Evil
,6447045-13991889-3,6447045,9ec51e46-d901-42bd-8e2e-bbc24fa742c1,13991889,4,10,iZombie
,6447046-13991889-3,6447046,15df9b1a-b983-449b-8782-1341ec886b7d,13991889,4,11,iZombie
,6476842-13991889-3,6476842,6e453827-0d3f-4408-a57d-dc28cbe97754,13991889,5,1,Silicon Valley
,6494951-13991889-3,6494951,522c9243-30e2-471a-ad40-5aeb4f1a9ede,13991889,4,12,iZombie
,6507768-13991889-3,6507768,165d3959-9f0f-4c71-8f55-bb2c354a70dc,13991889,3,28,Star vs. the Forces of Evil
,6537947-13991889-3,6537947,f8e39188-c27b-4212-a52a-cc6dc5067c7e,13991889,1,2,Final Space
,6538304-13991889-3,6538304,c44b8ea1-0101-4546-9074-44cb9b38d813,13991889,5,13,The 100
,6547722-13991889-3,6547722,3e52cf9a-45d8-4abe-9263-9a33b023023d,13991889,3,29,Star vs. the Forces of Evil
,6547723-13991889-3,6547723,30b55d4b-e8e2-4782-9c16-930a3e1ed541,13991889,3,30,Star vs. the Forces of Evil
,6547735-13991889-3,6547735,de83ca1c-87bd-4778-8a19-2afebb1f1397,13991889,3,31,Star vs. the Forces of Evil
,6547738-13991889-3,6547738,900d2790-84d6-42a0-a9d4-a0dcc6fc466e,13991889,3,32,Star vs. the Forces of Evil
,6547740-13991889-3,6547740,a410ebe8-1b06-4cbb-a8c1-ebd42614e94c,13991889,3,33,Star vs. the Forces of Evil
,6547744-13991889-3,6547744,8a58e1f4-5592-4a4c-bb6d-bf438c019062,13991889,3,34,Star vs. the Forces of Evil
,6547747-13991889-3,6547747,bf424b8b-2bf9-440f-8728-e8e78e9a7042,13991889,3,35,Star vs. the Forces of Evil
,6547749-13991889-3,6547749,05d34773-ca7d-4b49-8dd3-0953987eaf43,13991889,3,36,Star vs. the Forces of Evil
,6547760-13991889-3,6547760,58fabede-66e2-42c8-a901-5a05a46e5e7d,13991889,3,37,Star vs. the Forces of Evil
,6547773-13991889-3,6547773,3eaf3910-46bd-4d81-b7e5-25544c10cb20,13991889,3,38,Star vs. the Forces of Evil
,6563912-13991889-3,6563912,4a7fd267-9e59-4a27-beec-d62dd9746642,13991889,1,3,Final Space
,6563915-13991889-3,6563915,404926d4-8a2d-473b-9d66-f7f7f536e9af,13991889,1,5,Final Space
,6579623-13991889-3,6579623,2920383a-dd87-44da-b4bb-0bb3ddbb150e,13991889,5,2,Silicon Valley
,6579624-13991889-3,6579624,527d5d41-d94c-474f-ab5c-93f7696037ce,13991889,5,3,Silicon Valley
,6580218-13991889-3,6580218,fc2d28eb-78bb-4086-a6b5-a57cc42156f7,13991889,1,8,Final Space
,6587066-13991889-3,6587066,00f14160-33fa-4430-90cf-a5173f73c7d9,13991889,5,4,Silicon Valley
,6606162-13991889-3,6606162,30163874-e08e-4f97-a2f6-c686fe1ccf4e,13991889,4,1,Star vs. the Forces of Evil
,6611266-13991889-3,6611266,3d90322f-f131-4ef5-b419-1bae3fef6895,13991889,5,5,Silicon Valley
,6611267-13991889-3,6611267,cd1afc87-bce2-4d50-9598-9e1196918b24,13991889,5,6,Silicon Valley
,6619954-13991889-3,6619954,5f415a1a-8451-468e-a9e6-66df61fb8660,13991889,4,13,iZombie
,6642301-13991889-3,6642301,ed8d007b-342f-4868-bcb8-28b048c16814,13991889,5,7,Silicon Valley
,6642302-13991889-3,6642302,590715fe-a885-4876-a554-840a5b708d6e,13991889,5,8,Silicon Valley
,6709632-13991889-3,6709632,d5f9f6e9-f8f0-4fc6-a63c-b4149663c64d,13991889,4,1,Better Call Saul
,6757076-13991889-3,6757076,347c604c-8546-4367-9ace-f420c868f4a9,13991889,4,2,Better Call Saul
,6757077-13991889-3,6757077,ad0fd6d3-eae2-4d8a-b3ba-77c58b6811bc,13991889,4,3,Better Call Saul
,6757078-13991889-3,6757078,6c286bec-ca9a-4571-a1c4-dd49c4ff4969,13991889,4,4,Better Call Saul
,6782558-13991889-3,6782558,4150c508-2735-462f-a61f-62befc6fa42a,13991889,4,7,Better Call Saul
,6783470-13991889-3,6783470,59f80065-3175-4fd3-b585-c25891863c46,13991889,4,8,Better Call Saul
,6790744-13991889-19,6790744,46ba55c0-611e-49da-a0b4-64b0565b6e5d,13991889,4,4,DC's Legends of Tomorrow
,6814866-13991889-3,6814866,8a9d0631-2b34-47c6-acdb-3cb601282d00,13991889,5,2,iZombie
,6814868-13991889-3,6814868,9aef09b2-00a6-41f3-bdb3-4d34dc236e20,13991889,5,3,iZombie
,6902999-13991889-3,6902999,fd64a13f-af2e-4fa5-b079-7e4a5214de40,13991889,3,1,Travelers (2016)
,6939913-13991889-3,6939913,2b95005f-be84-4d52-92a4-1c9139b4b087,13991889,3,2,Travelers (2016)
,6939914-13991889-3,6939914,69618447-fd30-4207-867d-458e4de08a0d,13991889,3,3,Travelers (2016)
,6939915-13991889-3,6939915,87470e9f-c04e-439d-aa07-db1d7732a46f,13991889,3,4,Travelers (2016)
,7044945-13991889-3,7044945,c78a9715-1d35-4270-ac13-276c4b9b633b,13991889,4,2,Star vs. the Forces of Evil
,7044948-13991889-3,7044948,70f85701-3a94-45fd-af5d-99b9188e63ad,13991889,4,3,Star vs. the Forces of Evil
,7044950-13991889-3,7044950,be2bd41e-1b02-4144-ba07-60b5d9a7b55a,13991889,4,4,Star vs. the Forces of Evil
,7044952-13991889-3,7044952,2caa9690-a52d-4add-ad9b-64e9b0acaf14,13991889,4,5,Star vs. the Forces of Evil
,7044953-13991889-3,7044953,4f2ee55a-d265-4685-afd9-bb2dc77e1849,13991889,4,6,Star vs. the Forces of Evil
,7044955-13991889-3,7044955,9149c58a-c7d4-4cac-9fef-58214ee99ce0,13991889,4,8,Star vs. the Forces of Evil
,7044957-13991889-3,7044957,220623d6-149b-4a94-bf2c-e9b298f5fdd4,13991889,4,9,Star vs. the Forces of Evil
,7044961-13991889-3,7044961,a4d75d5c-8a70-4ec9-9738-f03ef64080a0,13991889,4,10,Star vs. the Forces of Evil
,7044963-13991889-3,7044963,5c489682-ec8c-4ada-82ba-d59c48827823,13991889,4,11,Star vs. the Forces of Evil
,7044964-13991889-3,7044964,9db729ae-fb02-4345-b9c8-8f346ee203ee,13991889,4,12,Star vs. the Forces of Evil
,7044966-13991889-3,7044966,8451e7c5-6d9b-4c78-8fb7-68e7cd01120b,13991889,4,13,Star vs. the Forces of Evil
,7061640-13991889-3,7061640,893a25c0-819d-46a3-8503-cacca4c91510,13991889,2,10,Happy!
,7113115-13991889-3,7113115,207187dd-c443-4aac-98b0-03585f84d142,13991889,4,14,Star vs. the Forces of Evil
,7113119-13991889-3,7113119,fc039ed6-99bb-47c0-8271-11c0a16f8149,13991889,4,17,Star vs. the Forces of Evil
,7113123-13991889-3,7113123,1e46ff3a-e466-495e-a534-98511a62bda2,13991889,4,18,Star vs. the Forces of Evil
,7113125-13991889-3,7113125,cd98dd45-4fd7-4e5e-b34c-a34bd55ee693,13991889,4,19,Star vs. the Forces of Evil
,7113128-13991889-3,7113128,5c8da1a2-4e26-4924-97ed-81ced9e85e9c,13991889,4,21,Star vs. the Forces of Evil
,7113132-13991889-3,7113132,62962527-7d71-4f41-84a2-247523114e82,13991889,4,22,Star vs. the Forces of Evil
,7113137-13991889-3,7113137,26b4b75b-63a7-4139-96d2-b3e6f7c65df0,13991889,4,23,Star vs. the Forces of Evil
,7113138-13991889-3,7113138,240574bc-806d-4613-bb8f-614ed0e7d853,13991889,4,24,Star vs. the Forces of Evil
,7113161-13991889-3,7113161,672df6ea-5d3b-4978-8826-48ae3759dbdc,13991889,4,26,Star vs. the Forces of Evil
,7113166-13991889-3,7113166,76b3122a-e0f1-4479-a0cb-c49c5d01a16d,13991889,4,27,Star vs. the Forces of Evil
,7113171-13991889-3,7113171,7e458fe3-7f23-4a0d-8a13-4e65f9b63316,13991889,4,28,Star vs. the Forces of Evil
,7118392-13991889-3,7118392,d5db3bd6-e058-4e04-b499-412d9b25271a,13991889,4,29,Star vs. the Forces of Evil
,7118394-13991889-3,7118394,6701b135-f702-44dc-be95-12683011ce3e,13991889,4,30,Star vs. the Forces of Evil
,7118396-13991889-3,7118396,3e2fa7d0-43b2-473e-af84-b5c57fec16b1,13991889,4,31,Star vs. the Forces of Evil
,7118398-13991889-3,7118398,4534b95d-6ba1-4000-b616-2a58dbcecc26,13991889,4,32,Star vs. the Forces of Evil
,7118398-13991889-29,7118398,4534b95d-6ba1-4000-b616-2a58dbcecc26,13991889,4,32,Star vs. the Forces of Evil
,7118400-13991889-3,7118400,396cce5b-323d-4166-a11b-d9d0cf9e0ef2,13991889,4,33,Star vs. the Forces of Evil
,7118401-13991889-3,7118401,fe3a6bda-fb28-46da-a681-2d8ba4065433,13991889,4,34,Star vs. the Forces of Evil
,7118402-13991889-3,7118402,5485b037-8a9b-401b-a3cf-37f911cdf4d7,13991889,4,35,Star vs. the Forces of Evil
,7118403-13991889-3,7118403,57832625-abef-46d5-a9c6-f648f11a05c7,13991889,4,36,Star vs. the Forces of Evil
,7159480-13991889-3,7159480,6af6a3a2-35a8-4be4-bfea-7148cfb30b0b,13991889,5,22,The Flash (2014)
,7171864-13991889-3,7171864,00cfb14c-2121-4714-aa24-7a8a5cd22d72,13991889,1,1,The Rook
,7178663-13991889-3,7178663,b6ecd42b-d48c-498e-95f1-b5ad84f0cfc3,13991889,2,2,The Rain
,7185733-13991889-3,7185733,f5c1a43c-ae1e-44a7-93ec-a308007b7331,13991889,5,3,Black Mirror
,7187608-13991889-3,7187608,40d623f2-869b-4cce-8d2f-12c6f79a0c3e,13991889,5,4,iZombie
,7187610-13991889-3,7187610,71281547-87cc-4a82-917a-08937a668cd7,13991889,5,5,iZombie
,7192545-13991889-3,7192545,4131c059-7730-4ef4-b17c-34b8e698f6f2,13991889,5,2,Black Mirror
,7201770-13991889-3,7201770,041fa894-1a97-4217-a1e6-37390b704828,13991889,1,2,The Rook
,7201771-13991889-3,7201771,8dfeb23c-c057-42b2-adaa-b18d484827de,13991889,1,3,The Rook
,7201772-13991889-3,7201772,1def008f-58be-40b9-bdee-a5a6cf54b126,13991889,1,4,The Rook
,7212646-13991889-3,7212646,d19bdd23-d08a-42ca-84e7-f7a034aeaa48,13991889,2,2,Final Space
,7212647-13991889-3,7212647,a0530d77-8b74-48d1-8580-d930957ac44a,13991889,2,3,Final Space
,7214387-13991889-3,7214387,71d64b9e-afce-4d6a-a56f-ee18a587dcfe,13991889,1,5,The Rook
,7225057-13991889-3,7225057,fcd08e78-0d36-4382-8487-2df7f53dace3,13991889,1,6,The Rook
,7233272-13991889-3,7233272,16555d47-c250-4ae0-831f-c4b62ccb3977,13991889,5,8,iZombie
,7233275-13991889-3,7233275,6f6e8b37-c4f5-4b39-9805-87fa9bd012c4,13991889,5,9,iZombie
,7240965-13991889-3,7240965,bc1f4323-37c2-4e00-b494-2a177f612878,13991889,1,1,Batwoman
,7267919-13991889-3,7267919,2e01f02a-28cb-4868-bba5-0f5f4b83245b,13991889,1,8,The Rook
,7267920-13991889-3,7267920,829e88b0-0fc0-4f46-9276-bad2ee3db2ae,13991889,1,7,The Rook
,7296649-13991889-3,7296649,6ec4c017-0ef7-4dd9-adea-8abae45c41a7,13991889,2,8,Final Space
,7296651-13991889-3,7296651,c8243d30-07b6-4188-af63-f5e4ed2422d7,13991889,2,9,Final Space
,7296653-13991889-3,7296653,b4c8e0f4-8096-4d2a-ae65-72e993bed720,13991889,2,10,Final Space
,7365510-13991889-3,7365510,b39aa664-8268-4807-9b90-dd2cb76426fc,13991889,1,6,Batwoman
,7388319-13991889-3,7388319,32e61966-986a-4c80-bd4c-344f068e77b4,13991889,4,2,Mr. Robot
,7389443-13991889-3,7389443,c6729a03-9d06-4bf3-8608-3a4a17261dbf,13991889,3,2,Black Lightning
,7389449-13991889-3,7389449,09f0d7be-1798-4786-99e6-f894ddb60964,13991889,3,3,Black Lightning
,7395732-13991889-3,7395732,b2060aa6-42f6-4a04-b55f-2b03b476ae04,13991889,2,6,The End of the F***ing World
,7395761-13991889-3,7395761,6b3c7184-32c1-44da-87f0-487b06e0a0a7,13991889,1,9,Batwoman
,7422123-13991889-3,7422123,fa5dbf1b-80b4-43c8-9cc4-fae75427defb,13991889,6,3,Silicon Valley
,7425877-13991889-3,7425877,50ce9a2e-2e37-4fae-b09f-33ac9ef1d723,13991889,4,6,Mr. Robot
,7456833-13991889-3,7456833,23bfea0e-0009-4b7c-97e0-b71b2bbc7d1c,13991889,3,9,Young Sheldon
,7458663-13991889-3,7458663,de564a08-304d-400f-8b82-0cf317f84707,13991889,5,1,Better Call Saul
,7459690-13991889-3,7459690,37a16e11-5edb-4429-9071-e5fb5584933b,13991889,3,10,Young Sheldon
,7464648-13991889-3,7464648,a4d02036-d9fc-41b8-a31e-c1622e093826,13991889,4,11,Mr. Robot
,7490558-13991889-3,7490558,2538087d-d312-4a26-ba9b-4b15725c4ebd,13991889,3,11,Young Sheldon
,7495677-13991889-3,7495677,58d3a529-6d91-4a93-8f2b-3eeb2457f048,13991889,4,12,Mr. Robot
,7521793-13991889-3,7521793,a4fcef34-72a3-495a-9cd0-84565092eba2,13991889,1,10,Batwoman
,7534233-13991889-3,7534233,c4cb5f67-cda9-4399-a8f5-2810d0797fc1,13991889,1,11,Batwoman
,7539973-13991889-3,7539973,7feae867-b55c-4da6-8b70-13c3da1f484c,13991889,3,14,Young Sheldon
,7731997-13991889-29,7731997,a3b4967e-2bad-4bbe-a3de-4cead3cbba62,13991889,3,1,The Rain
,7798150-13991889-3,7798150,d5d32d74-6b6b-4bc1-88e8-b5caff3bb278,13991889,3,3,The Rain
